temps (ms);temps;ACTU;MILIEU;MILIEU;LASER;LASERR
68.08;68.38;30.23;27.14;27.29;26.22;26.12
68.23;68.53;30.23;27.14;27.29;26.22;26.12
68.38;68.68;30.23;27.14;27.29;26.22;26.12
68.53;68.83;30.23;27.14;27.29;26.22;26.12
68.68;68.98;30.23;27.14;27.29;26.22;26.12
68.83;69.13;30.23;27.14;27.29;26.22;26.12
68.98;69.28;30.23;27.14;27.29;26.22;26.12
69.13;69.43;30.23;27.14;27.29;26.31;26.21
69.28;69.58;30.32;27.23;27.38;26.31;26.21
69.43;69.73;30.23;27.23;27.38;26.31;26.21
69.58;69.88;30.32;27.23;27.38;26.31;26.21
69.73;70.03;30.32;27.23;27.38;26.31;26.21
69.88;70.18;30.32;27.23;27.38;26.31;26.21
70.03;70.33;30.32;27.23;27.38;26.31;26.21
70.18;70.48;30.32;27.23;27.38;26.22;26.12
70.33;70.63;30.32;27.23;27.38;26.31;26.21
70.48;70.78;30.32;27.23;27.38;26.31;26.21
70.63;70.93;30.32;27.23;27.38;26.31;26.21
70.78;71.08;30.41;27.32;27.47;26.31;26.21
70.93;71.23;30.41;27.23;27.38;26.31;26.21
71.08;71.38;30.41;27.23;27.38;26.31;26.21
71.23;71.53;30.41;27.23;27.38;26.31;26.21
71.38;71.68;30.41;27.32;27.47;26.31;26.21
71.53;71.83;30.41;27.32;27.47;26.31;26.21
71.68;71.98;30.41;27.32;27.47;26.31;26.21
71.83;72.13;30.41;27.32;27.47;26.31;26.21
71.98;72.28;30.41;27.32;27.47;26.31;26.21
72.13;72.43;30.51;27.32;27.47;26.31;26.21
72.28;72.58;30.41;27.32;27.47;26.4;26.3
72.43;72.73;30.51;27.32;27.47;26.31;26.21
72.58;72.88;30.51;27.32;27.47;26.4;26.3
72.73;73.03;30.51;27.41;27.56;26.4;26.3
72.88;73.18;30.51;27.32;27.47;26.4;26.3
73.03;73.33;30.51;27.41;27.56;26.4;26.3
73.18;73.48;30.51;27.41;27.56;26.4;26.3
73.33;73.63;30.51;27.41;27.56;26.4;26.3
73.48;73.78;30.6;27.41;27.56;26.4;26.3
73.63;73.93;30.51;27.41;27.56;26.4;26.3
73.78;74.08;30.6;27.41;27.56;26.4;26.3
73.93;74.23;30.51;27.41;27.56;26.4;26.3
74.08;74.38;30.6;27.41;27.56;26.4;26.3
74.23;74.53;30.6;27.41;27.56;26.4;26.3
74.38;74.68;30.6;27.41;27.56;26.4;26.3
74.53;74.83;30.6;27.5;27.65;26.4;26.3
74.68;74.98;30.6;27.5;27.65;26.4;26.3
74.83;75.13;30.6;27.41;27.56;26.49;26.39
74.98;75.28;30.6;27.5;27.65;26.4;26.3
75.13;75.43;30.6;27.5;27.65;26.4;26.3
75.28;75.58;30.69;27.5;27.65;26.4;26.3
75.42;75.72;30.69;27.5;27.65;26.49;26.39
75.58;75.88;30.69;27.5;27.65;26.49;26.39
75.72;76.02;30.69;27.5;27.65;26.49;26.39
75.88;76.18;30.69;27.5;27.65;26.49;26.39
76.02;76.32;30.69;27.5;27.65;26.49;26.39
76.17;76.47;30.69;27.5;27.65;26.58;26.48
76.32;76.62;30.69;27.59;27.74;26.49;26.39
76.47;76.77;30.69;27.5;27.65;26.49;26.39
76.63;76.93;30.69;27.5;27.65;26.49;26.39
76.77;77.07;30.79;27.5;27.65;26.49;26.39
76.92;77.22;30.79;27.5;27.65;26.49;26.39
77.07;77.37;30.79;27.59;27.74;26.58;26.48
77.23;77.53;30.79;27.5;27.65;26.49;26.39
77.38;77.68;30.79;27.59;27.74;26.49;26.39
77.52;77.82;30.79;27.59;27.74;26.58;26.48
77.67;77.97;30.79;27.59;27.74;26.49;26.39
77.82;78.12;30.79;27.59;27.74;26.49;26.39
77.97;78.27;30.88;27.59;27.74;26.58;26.48
78.13;78.43;30.79;27.69;27.84;26.58;26.48
78.27;78.57;30.88;27.59;27.74;26.49;26.39
78.42;78.72;30.79;27.59;27.74;26.58;26.48
78.57;78.87;30.88;27.59;27.74;26.58;26.48
78.72;79.02;30.88;27.69;27.84;26.58;26.48
78.87;79.17;30.88;27.69;27.84;26.58;26.48
79.02;79.32;30.88;27.69;27.84;26.58;26.48
79.17;79.47;30.88;27.69;27.84;26.58;26.48
79.32;79.62;30.88;27.69;27.84;26.58;26.48
79.47;79.77;30.88;27.69;27.84;26.58;26.48
79.63;79.93;30.88;27.69;27.84;26.58;26.48
79.77;80.07;30.97;27.69;27.84;26.58;26.48
79.92;80.22;30.88;27.69;27.84;26.58;26.48
80.07;80.37;30.88;27.69;27.84;26.58;26.48
80.22;80.52;30.97;27.69;27.84;26.58;26.48
80.37;80.67;30.97;27.78;27.93;26.67;26.57
80.52;80.82;30.97;27.78;27.93;26.67;26.57
80.67;80.97;30.97;27.78;27.93;26.58;26.48
80.82;81.12;30.97;27.78;27.93;26.67;26.57
80.97;81.27;30.97;27.78;27.93;26.58;26.48
81.12;81.42;31.07;27.78;27.93;26.67;26.57
81.27;81.57;30.97;27.69;27.84;26.67;26.57
81.42;81.72;30.97;27.78;27.93;26.67;26.57
81.57;81.87;30.97;27.78;27.93;26.67;26.57
81.72;82.02;31.07;27.78;27.93;26.67;26.57
81.87;82.17;31.07;27.78;27.93;26.67;26.57
82.02;82.32;30.97;27.78;27.93;26.67;26.57
82.17;82.47;31.07;27.78;27.93;26.67;26.57
82.32;82.62;31.07;27.78;27.93;26.67;26.57
82.47;82.77;31.07;27.78;27.93;26.67;26.57
82.62;82.92;31.07;27.78;27.93;26.67;26.57
82.77;83.07;31.07;27.87;28.02;26.67;26.57
82.92;83.22;31.07;27.78;27.93;26.67;26.57
83.07;83.37;31.07;27.87;28.02;26.76;26.66
83.22;83.52;31.07;27.87;28.02;26.67;26.57
83.37;83.67;31.07;27.87;28.02;26.76;26.66
83.52;83.82;31.07;27.87;28.02;26.67;26.57
83.67;83.97;31.07;27.87;28.02;26.76;26.66
83.82;84.12;31.07;27.87;28.02;26.76;26.66
83.97;84.27;31.07;27.87;28.02;26.76;26.66
84.12;84.42;31.07;27.87;28.02;26.76;26.66
84.27;84.57;31.16;27.87;28.02;26.76;26.66
84.42;84.72;31.16;27.87;28.02;26.67;26.57
84.57;84.87;31.16;27.96;28.11;26.76;26.66
84.72;85.02;31.07;27.96;28.11;26.76;26.66
84.87;85.17;31.16;27.96;28.11;26.76;26.66
85.02;85.32;31.16;27.96;28.11;26.76;26.66
85.17;85.47;31.16;27.96;28.11;26.76;26.66
85.32;85.62;31.16;27.96;28.11;26.76;26.66
85.47;85.77;31.16;27.96;28.11;26.76;26.66
85.62;85.92;31.26;27.96;28.11;26.76;26.66
85.77;86.07;31.16;27.96;28.11;26.85;26.75
85.92;86.22;31.26;27.96;28.11;26.85;26.75
86.07;86.37;31.16;27.96;28.11;26.76;26.66
86.22;86.52;31.26;27.96;28.11;26.85;26.75
86.37;86.67;31.26;27.96;28.11;26.76;26.66
86.52;86.82;31.26;27.96;28.11;26.85;26.75
86.67;86.97;31.26;28.05;28.2;26.85;26.75
86.82;87.12;31.26;28.05;28.2;26.85;26.75
86.97;87.27;31.26;27.96;28.11;26.85;26.75
87.12;87.42;31.26;27.96;28.11;26.85;26.75
87.27;87.57;31.26;28.05;28.2;26.85;26.75
87.42;87.72;31.26;28.05;28.2;26.85;26.75
87.57;87.87;31.26;28.05;28.2;26.94;26.84
87.72;88.02;31.35;28.05;28.2;26.85;26.75
87.87;88.17;31.26;28.05;28.2;26.85;26.75
88.02;88.32;31.26;28.05;28.2;26.85;26.75
88.17;88.47;31.26;28.05;28.2;26.85;26.75
88.32;88.62;31.35;28.05;28.2;26.85;26.75
88.47;88.77;31.26;28.05;28.2;26.85;26.75
88.62;88.92;31.26;28.05;28.2;26.94;26.84
88.77;89.07;31.35;28.05;28.2;26.85;26.75
88.92;89.22;31.26;28.05;28.2;26.94;26.84
89.07;89.37;31.26;28.14;28.29;26.94;26.84
89.22;89.52;31.26;28.14;28.29;26.94;26.84
89.37;89.67;31.35;28.14;28.29;26.94;26.84
89.52;89.82;31.26;28.05;28.2;26.94;26.84
89.67;89.97;31.35;28.14;28.29;26.94;26.84
89.82;90.12;31.35;28.14;28.29;26.94;26.84
89.97;90.27;31.35;28.14;28.29;26.94;26.84
90.12;90.42;31.35;28.14;28.29;26.94;26.84
90.27;90.57;31.35;28.14;28.29;27.03;26.93
90.42;90.72;31.26;28.14;28.29;26.94;26.84
90.57;90.87;31.35;28.23;28.38;26.94;26.84
90.72;91.02;31.35;28.14;28.29;26.94;26.84
90.87;91.17;31.35;28.14;28.29;27.03;26.93
91.02;91.32;31.35;28.23;28.38;26.94;26.84
91.17;91.47;31.44;28.23;28.38;27.03;26.93
91.32;91.62;31.44;28.23;28.38;27.03;26.93
91.47;91.77;31.44;28.23;28.38;27.03;26.93
91.62;91.92;31.44;28.23;28.38;27.03;26.93
91.77;92.07;31.44;28.23;28.38;26.94;26.84
91.92;92.22;31.44;28.23;28.38;27.03;26.93
92.07;92.37;31.44;28.23;28.38;27.03;26.93
92.22;92.52;31.44;28.23;28.38;27.03;26.93
92.37;92.67;31.44;28.23;28.38;27.03;26.93
92.52;92.82;31.54;28.23;28.38;27.03;26.93
92.67;92.97;31.44;28.23;28.38;27.03;26.93
92.82;93.12;31.44;28.23;28.38;27.03;26.93
92.97;93.27;31.54;28.23;28.38;27.03;26.93
93.12;93.42;31.54;28.23;28.38;27.03;26.93
93.27;93.57;31.54;28.32;28.47;27.03;26.93
93.42;93.72;31.54;28.23;28.38;27.03;26.93
93.57;93.87;31.54;28.32;28.47;27.03;26.93
93.72;94.02;31.54;28.32;28.47;27.03;26.93
93.87;94.17;31.54;28.32;28.47;27.12;27.02
94.02;94.32;31.54;28.32;28.47;27.12;27.02
94.17;94.47;31.54;28.32;28.47;27.12;27.02
94.32;94.62;31.54;28.32;28.47;27.03;26.93
94.47;94.77;31.54;28.32;28.47;27.12;27.02
94.62;94.92;31.54;28.32;28.47;27.12;27.02
94.77;95.07;31.54;28.32;28.47;27.12;27.02
94.92;95.22;31.54;28.32;28.47;27.12;27.02
95.07;95.37;31.63;28.32;28.47;27.12;27.02
95.22;95.52;31.54;28.32;28.47;27.12;27.02
95.37;95.67;31.63;28.42;28.57;27.12;27.02
95.52;95.82;31.54;28.42;28.57;27.12;27.02
95.67;95.97;31.63;28.32;28.47;27.12;27.02
95.82;96.12;31.63;28.32;28.47;27.12;27.02
95.97;96.27;31.63;28.42;28.57;27.21;27.11
96.12;96.42;31.54;28.42;28.57;27.21;27.11
96.27;96.57;31.63;28.42;28.57;27.12;27.02
96.42;96.72;31.63;28.42;28.57;27.21;27.11
96.57;96.87;31.63;28.42;28.57;27.21;27.11
96.72;97.02;31.63;28.42;28.57;27.21;27.11
96.87;97.17;31.63;28.42;28.57;27.21;27.11
97.02;97.32;31.63;28.42;28.57;27.21;27.11
97.17;97.47;31.63;28.42;28.57;27.21;27.11
97.32;97.62;31.63;28.51;28.66;27.21;27.11
97.47;97.77;31.63;28.42;28.57;27.21;27.11
97.62;97.92;31.73;28.42;28.57;27.21;27.11
97.77;98.07;31.63;28.42;28.57;27.21;27.11
97.92;98.22;31.73;28.51;28.66;27.21;27.11
98.07;98.37;31.63;28.51;28.66;27.3;27.2
98.22;98.52;31.73;28.51;28.66;27.3;27.2
98.37;98.67;31.73;28.51;28.66;27.3;27.2
98.52;98.82;31.73;28.51;28.66;27.3;27.2
98.67;98.97;31.73;28.51;28.66;27.3;27.2
98.82;99.12;31.73;28.51;28.66;27.21;27.11
98.97;99.27;31.73;28.51;28.66;27.3;27.2
99.12;99.42;31.73;28.51;28.66;27.3;27.2
99.27;99.57;31.73;28.51;28.66;27.3;27.2
99.42;99.72;31.73;28.51;28.66;27.3;27.2
99.57;99.87;31.73;28.51;28.66;27.3;27.2
99.72;100.02;31.73;28.51;28.66;27.3;27.2
99.87;100.17;31.73;28.51;28.66;27.3;27.2
100.02;100.32;31.73;28.51;28.66;27.3;27.2
100.17;100.47;31.73;28.51;28.66;27.3;27.2
100.32;100.62;31.73;28.51;28.66;27.39;27.29
100.47;100.77;31.82;28.51;28.66;27.3;27.2
100.62;100.92;31.73;28.6;28.75;27.3;27.2
100.77;101.07;31.82;28.6;28.75;27.3;27.2
100.92;101.22;31.82;28.51;28.66;27.39;27.29
101.07;101.37;31.82;28.6;28.75;27.39;27.29
101.22;101.52;31.82;28.6;28.75;27.39;27.29
101.37;101.67;31.82;28.6;28.75;27.39;27.29
101.52;101.82;31.82;28.6;28.75;27.39;27.29
101.67;101.97;31.82;28.6;28.75;27.39;27.29
101.82;102.12;31.82;28.6;28.75;27.39;27.29
101.97;102.27;31.82;28.6;28.75;27.39;27.29
102.12;102.42;31.82;28.6;28.75;27.39;27.29
102.27;102.57;31.82;28.6;28.75;27.39;27.29
102.42;102.72;31.82;28.6;28.75;27.39;27.29
102.57;102.87;31.92;28.69;28.84;27.39;27.29
102.72;103.02;31.92;28.69;28.84;27.48;27.38
102.87;103.17;31.92;28.69;28.84;27.48;27.38
103.02;103.32;31.92;28.6;28.75;27.48;27.38
103.17;103.47;31.92;28.69;28.84;27.39;27.29
103.32;103.62;31.92;28.69;28.84;27.48;27.38
103.47;103.77;31.92;28.69;28.84;27.48;27.38
103.62;103.92;31.92;28.69;28.84;27.48;27.38
103.77;104.07;31.92;28.69;28.84;27.48;27.38
103.92;104.22;31.92;28.69;28.84;27.48;27.38
104.07;104.37;31.92;28.69;28.84;27.48;27.38
104.22;104.52;31.92;28.69;28.84;27.48;27.38
104.37;104.67;31.92;28.69;28.84;27.48;27.38
104.52;104.82;31.92;28.69;28.84;27.57;27.47
104.67;104.97;31.92;28.69;28.84;27.48;27.38
104.82;105.12;31.92;28.69;28.84;27.48;27.38
104.97;105.27;31.92;28.78;28.93;27.48;27.38
105.12;105.42;31.92;28.78;28.93;27.48;27.38
105.27;105.57;32.01;28.78;28.93;27.48;27.38
105.42;105.72;32.01;28.69;28.84;27.57;27.47
105.57;105.87;32.01;28.78;28.93;27.48;27.38
105.72;106.02;32.01;28.78;28.93;27.57;27.47
105.87;106.17;32.01;28.78;28.93;27.57;27.47
106.02;106.32;32.01;28.78;28.93;27.57;27.47
106.17;106.47;32.01;28.78;28.93;27.57;27.47
106.31;106.61;31.92;28.78;28.93;27.57;27.47
106.47;106.77;32.01;28.78;28.93;27.57;27.47
106.61;106.91;32.01;28.78;28.93;27.57;27.47
106.77;107.07;32.01;28.78;28.93;27.57;27.47
106.91;107.21;32.01;28.87;29.02;27.57;27.47
107.07;107.37;32.01;28.78;28.93;27.48;27.38
107.21;107.51;32.01;28.78;28.93;27.57;27.47
107.36;107.66;32.01;28.78;28.93;27.66;27.56
107.51;107.81;32.01;28.87;29.02;27.57;27.47
107.66;107.96;32.01;28.87;29.02;27.57;27.47
107.81;108.11;32.11;28.78;28.93;27.57;27.47
107.96;108.26;32.01;28.87;29.02;27.57;27.47
108.12;108.42;32.01;28.87;29.02;27.57;27.47
108.26;108.56;32.11;28.87;29.02;27.57;27.47
108.42;108.72;32.01;28.87;29.02;27.57;27.47
108.56;108.86;32.01;28.87;29.02;27.66;27.56
108.71;109.01;32.01;28.87;29.02;27.66;27.56
108.86;109.16;32.11;28.87;29.02;27.66;27.56
109.01;109.31;32.11;28.87;29.02;27.66;27.56
109.16;109.46;32.11;28.87;29.02;27.66;27.56
109.31;109.61;32.11;28.87;29.02;27.66;27.56
109.46;109.76;32.11;28.97;29.12;27.66;27.56
109.61;109.91;32.11;28.97;29.12;27.66;27.56
109.76;110.06;32.11;28.97;29.12;27.66;27.56
109.91;110.21;32.11;28.97;29.12;27.66;27.56
110.06;110.36;32.11;28.97;29.12;27.66;27.56
110.21;110.51;32.11;28.97;29.12;27.66;27.56
110.36;110.66;32.11;28.97;29.12;27.66;27.56
110.51;110.81;32.11;28.87;29.02;27.66;27.56
110.66;110.96;32.11;28.97;29.12;27.66;27.56
110.81;111.11;32.11;28.97;29.12;27.66;27.56
110.96;111.26;32.11;28.97;29.12;27.75;27.65
111.11;111.41;32.2;28.97;29.12;27.75;27.65
111.26;111.56;32.11;28.97;29.12;27.75;27.65
111.41;111.71;32.11;28.97;29.12;27.75;27.65
111.56;111.86;32.2;29.06;29.21;27.75;27.65
111.71;112.01;32.2;28.97;29.12;27.75;27.65
111.86;112.16;32.2;28.97;29.12;27.75;27.65
112.01;112.31;32.11;28.97;29.12;27.75;27.65
112.16;112.46;32.2;28.97;29.12;27.75;27.65
112.31;112.61;32.2;28.97;29.12;27.75;27.65
112.46;112.76;32.11;28.97;29.12;27.75;27.65
112.61;112.91;32.2;29.06;29.21;27.75;27.65
112.76;113.06;32.2;29.06;29.21;27.75;27.65
112.91;113.21;32.2;28.97;29.12;27.75;27.65
113.06;113.36;32.2;29.06;29.21;27.84;27.74
113.21;113.51;32.2;28.97;29.12;27.84;27.74
113.36;113.66;32.2;29.06;29.21;27.75;27.65
113.51;113.81;32.2;29.06;29.21;27.84;27.74
113.66;113.96;32.2;29.06;29.21;27.84;27.74
113.81;114.11;32.2;29.06;29.21;27.84;27.74
113.96;114.26;32.2;29.06;29.21;27.84;27.74
114.11;114.41;32.2;29.06;29.21;27.84;27.74
114.26;114.56;32.2;29.06;29.21;27.84;27.74
114.41;114.71;32.2;29.06;29.21;27.84;27.74
114.56;114.86;32.2;29.06;29.21;27.84;27.74
114.71;115.01;32.3;29.15;29.3;27.84;27.74
114.86;115.16;32.2;29.06;29.21;27.84;27.74
115.01;115.31;32.2;29.06;29.21;27.84;27.74
115.16;115.46;32.2;29.15;29.3;27.84;27.74
115.31;115.61;32.2;29.15;29.3;27.84;27.74
115.46;115.76;32.3;29.15;29.3;27.94;27.84
115.61;115.91;32.3;29.15;29.3;27.84;27.74
115.76;116.06;32.3;29.15;29.3;27.94;27.84
115.91;116.21;32.3;29.15;29.3;27.84;27.74
116.06;116.36;32.3;29.15;29.3;27.94;27.84
116.21;116.51;32.3;29.15;29.3;27.84;27.74
116.36;116.66;32.3;29.15;29.3;27.94;27.84
116.51;116.81;32.3;29.15;29.3;27.94;27.84
116.66;116.96;32.3;29.15;29.3;27.84;27.74
116.81;117.11;32.3;29.15;29.3;27.94;27.84
116.96;117.26;32.3;29.15;29.3;27.94;27.84
117.11;117.41;32.3;29.15;29.3;27.94;27.84
117.26;117.56;32.39;29.15;29.3;27.84;27.74
117.41;117.71;32.3;29.15;29.3;27.94;27.84
117.56;117.86;32.3;29.15;29.3;27.94;27.84
117.71;118.01;32.39;29.24;29.39;27.94;27.84
117.86;118.16;32.39;29.24;29.39;27.94;27.84
118.01;118.31;32.39;29.24;29.39;27.94;27.84
118.16;118.46;32.39;29.15;29.3;27.94;27.84
118.31;118.61;32.39;29.24;29.39;28.03;27.93
118.46;118.76;32.39;29.24;29.39;27.94;27.84
118.61;118.91;32.39;29.24;29.39;27.94;27.84
118.76;119.06;32.39;29.24;29.39;27.94;27.84
118.91;119.21;32.39;29.24;29.39;28.03;27.93
119.06;119.36;32.39;29.24;29.39;27.94;27.84
119.21;119.51;32.39;29.24;29.39;28.03;27.93
119.36;119.66;32.39;29.24;29.39;28.03;27.93
119.51;119.81;32.39;29.24;29.39;28.03;27.93
119.66;119.96;32.39;29.24;29.39;28.03;27.93
119.81;120.11;32.39;29.24;29.39;28.03;27.93
119.96;120.26;32.49;29.24;29.39;28.03;27.93
120.11;120.41;32.49;29.24;29.39;28.03;27.93
120.26;120.56;32.49;29.24;29.39;28.03;27.93
120.41;120.71;32.49;29.24;29.39;28.03;27.93
120.56;120.86;32.49;29.34;29.49;28.03;27.93
120.71;121.01;32.49;29.34;29.49;28.03;27.93
120.86;121.16;32.49;29.34;29.49;28.03;27.93
121.01;121.31;32.49;29.34;29.49;28.03;27.93
121.16;121.46;32.49;29.34;29.49;28.03;27.93
121.31;121.61;32.49;29.24;29.39;28.12;28.02
121.46;121.76;32.49;29.34;29.49;28.03;27.93
121.61;121.91;32.49;29.34;29.49;28.03;27.93
121.76;122.06;32.49;29.34;29.49;28.03;27.93
121.91;122.21;32.49;29.34;29.49;28.03;27.93
122.06;122.36;32.49;29.34;29.49;28.12;28.02
122.21;122.51;32.49;29.34;29.49;28.12;28.02
122.36;122.66;32.58;29.34;29.49;28.03;27.93
122.51;122.81;32.49;29.34;29.49;28.03;27.93
122.66;122.96;32.58;29.34;29.49;28.12;28.02
122.81;123.11;32.58;29.34;29.49;28.12;28.02
122.96;123.26;32.58;29.34;29.49;28.03;27.93
123.11;123.41;32.58;29.34;29.49;28.12;28.02
123.26;123.56;32.58;29.34;29.49;28.12;28.02
123.41;123.71;32.49;29.34;29.49;28.12;28.02
123.56;123.86;32.58;29.43;29.58;28.12;28.02
123.71;124.01;32.58;29.43;29.58;28.03;27.93
123.86;124.16;32.58;29.34;29.49;28.12;28.02
124.01;124.31;32.58;29.43;29.58;28.12;28.02
124.16;124.46;32.58;29.43;29.58;28.12;28.02
124.31;124.61;32.58;29.43;29.58;28.12;28.02
124.46;124.76;32.58;29.43;29.58;28.12;28.02
124.61;124.91;32.58;29.34;29.49;28.21;28.11
124.76;125.06;32.58;29.43;29.58;28.12;28.02
124.91;125.21;32.58;29.43;29.58;28.12;28.02
125.06;125.36;32.58;29.43;29.58;28.12;28.02
125.21;125.51;32.58;29.43;29.58;28.12;28.02
125.36;125.66;32.68;29.43;29.58;28.21;28.11
125.51;125.81;32.58;29.43;29.58;28.12;28.02
125.66;125.96;32.68;29.43;29.58;28.12;28.02
125.81;126.11;32.58;29.43;29.58;28.21;28.11
125.96;126.26;32.68;29.43;29.58;28.12;28.02
126.11;126.41;32.58;29.52;29.67;28.12;28.02
126.26;126.56;32.58;29.43;29.58;28.12;28.02
126.41;126.71;32.68;29.52;29.67;28.21;28.11
126.56;126.86;32.68;29.52;29.67;28.21;28.11
126.71;127.01;32.68;29.52;29.67;28.21;28.11
126.86;127.16;32.68;29.52;29.67;28.21;28.11
127.01;127.31;32.68;29.52;29.67;28.21;28.11
127.16;127.46;32.68;29.52;29.67;28.21;28.11
127.31;127.61;32.68;29.52;29.67;28.21;28.11
127.46;127.76;32.68;29.52;29.67;28.21;28.11
127.61;127.91;32.68;29.52;29.67;28.21;28.11
127.76;128.06;32.68;29.52;29.67;28.21;28.11
127.91;128.21;32.68;29.52;29.67;28.3;28.2
128.06;128.36;32.68;29.52;29.67;28.21;28.11
128.21;128.51;32.68;29.52;29.67;28.21;28.11
128.36;128.66;32.68;29.52;29.67;28.21;28.11
128.51;128.81;32.68;29.52;29.67;28.3;28.2
128.66;128.96;32.68;29.52;29.67;28.3;28.2
128.81;129.11;32.78;29.52;29.67;28.3;28.2
128.96;129.26;32.68;29.61;29.76;28.3;28.2
129.11;129.41;32.68;29.52;29.67;28.3;28.2
129.26;129.56;32.78;29.61;29.76;28.3;28.2
129.41;129.71;32.68;29.61;29.76;28.3;28.2
129.56;129.86;32.78;29.61;29.76;28.3;28.2
129.71;130.01;32.68;29.52;29.67;28.3;28.2
129.86;130.16;32.68;29.61;29.76;28.3;28.2
130.01;130.31;32.78;29.61;29.76;28.3;28.2
130.16;130.46;32.78;29.61;29.76;28.3;28.2
130.31;130.61;32.78;29.61;29.76;28.3;28.2
130.46;130.76;32.68;29.61;29.76;28.39;28.29
130.61;130.91;32.68;29.61;29.76;28.39;28.29
130.76;131.06;32.78;29.61;29.76;28.39;28.29
130.91;131.21;32.78;29.61;29.76;28.39;28.29
131.06;131.36;32.78;29.61;29.76;28.39;28.29
131.21;131.51;32.68;29.61;29.76;28.39;28.29
131.36;131.66;32.78;29.61;29.76;28.39;28.29
131.51;131.81;32.78;29.71;29.86;28.39;28.29
131.66;131.96;32.78;29.61;29.76;28.39;28.29
131.81;132.11;32.78;29.61;29.76;28.39;28.29
131.96;132.26;32.78;29.71;29.86;28.39;28.29
132.11;132.41;32.78;29.71;29.86;28.48;28.38
132.26;132.56;32.78;29.61;29.76;28.48;28.38
132.41;132.71;32.78;29.61;29.76;28.48;28.38
132.56;132.86;32.78;29.71;29.86;28.48;28.38
132.71;133.01;32.78;29.61;29.76;28.48;28.38
132.86;133.16;32.78;29.71;29.86;28.48;28.38
133.01;133.31;32.78;29.71;29.86;28.39;28.29
133.16;133.46;32.78;29.71;29.86;28.48;28.38
133.31;133.61;32.78;29.71;29.86;28.39;28.29
133.46;133.76;32.78;29.71;29.86;28.48;28.38
133.61;133.91;32.78;29.71;29.86;28.48;28.38
133.76;134.06;32.78;29.71;29.86;28.48;28.38
133.91;134.21;32.78;29.71;29.86;28.48;28.38
134.06;134.36;32.78;29.71;29.86;28.48;28.38
134.21;134.51;32.78;29.71;29.86;28.48;28.38
134.36;134.66;32.78;29.71;29.86;28.48;28.38
134.51;134.81;32.78;29.71;29.86;28.48;28.38
134.66;134.96;32.87;29.71;29.86;28.48;28.38
134.81;135.11;32.78;29.71;29.86;28.48;28.38
134.96;135.26;32.87;29.71;29.86;28.48;28.38
135.11;135.41;32.78;29.71;29.86;28.48;28.38
135.26;135.56;32.87;29.71;29.86;28.48;28.38
135.41;135.71;32.87;29.71;29.86;28.57;28.47
135.56;135.86;32.87;29.71;29.86;28.57;28.47
135.71;136.01;32.78;29.8;29.95;28.57;28.47
135.86;136.16;32.78;29.71;29.86;28.57;28.47
136.01;136.31;32.87;29.71;29.86;28.57;28.47
136.16;136.46;32.87;29.8;29.95;28.57;28.47
136.31;136.61;32.87;29.8;29.95;28.57;28.47
136.46;136.76;32.87;29.8;29.95;28.57;28.47
136.61;136.91;32.87;29.8;29.95;28.57;28.47
136.76;137.06;32.87;29.8;29.95;28.57;28.47
136.91;137.21;32.87;29.8;29.95;28.57;28.47
137.06;137.36;32.87;29.8;29.95;28.57;28.47
137.21;137.51;32.87;29.8;29.95;28.57;28.47
137.36;137.66;32.87;29.8;29.95;28.57;28.47
137.5;137.8;32.87;29.8;29.95;28.57;28.47
137.66;137.96;32.97;29.8;29.95;28.67;28.57
137.81;138.11;32.87;29.8;29.95;28.57;28.47
137.96;138.26;32.87;29.8;29.95;28.57;28.47
138.11;138.41;32.87;29.8;29.95;28.57;28.47
138.26;138.56;32.87;29.8;29.95;28.67;28.57
138.41;138.71;32.97;29.8;29.95;28.57;28.47
138.56;138.86;32.97;29.8;29.95;28.67;28.57
138.71;139.01;32.87;29.8;29.95;28.57;28.47
138.86;139.16;32.87;29.8;29.95;28.67;28.57
139;139.3;32.97;29.89;30.04;28.57;28.47
139.16;139.46;32.97;29.8;29.95;28.67;28.57
139.31;139.61;32.97;29.89;30.04;28.67;28.57
139.46;139.76;32.97;29.8;29.95;28.67;28.57
139.61;139.91;32.97;29.89;30.04;28.67;28.57
139.75;140.05;32.97;29.89;30.04;28.67;28.57
139.91;140.21;32.97;29.89;30.04;28.67;28.57
140.06;140.36;32.97;29.8;29.95;28.67;28.57
140.21;140.51;32.97;29.89;30.04;28.67;28.57
140.36;140.66;32.97;29.89;30.04;28.67;28.57
140.5;140.8;32.97;29.89;30.04;28.67;28.57
140.66;140.96;32.97;29.89;30.04;28.67;28.57
140.81;141.11;32.97;29.89;30.04;28.67;28.57
140.95;141.25;32.97;29.89;30.04;28.67;28.57
141.11;141.41;32.97;29.89;30.04;28.67;28.57
141.25;141.55;32.97;29.89;30.04;28.67;28.57
141.41;141.71;32.97;29.89;30.04;28.67;28.57
141.55;141.85;32.97;29.89;30.04;28.67;28.57
141.71;142.01;32.97;29.89;30.04;28.67;28.57
141.85;142.15;32.97;29.89;30.04;28.76;28.66
142;142.3;32.97;29.89;30.04;28.76;28.66
142.15;142.45;32.97;29.89;30.04;28.76;28.66
142.3;142.6;32.97;29.89;30.04;28.76;28.66
142.45;142.75;32.97;29.89;30.04;28.76;28.66
142.6;142.9;32.97;29.89;30.04;28.76;28.66
